Dimensions,4
Normalised,20
evals,41000
key,dist,emissions,time,vehicles,dist,Actualemissions,ActualTime,ActualVehicles,ActualDistMicroDepot: Micro Depot 1,MicroDepot: Micro Depot 2,MicroDepot: Micro Depot 3,MicroDepot: Micro Depot 4,MicroDepot: Micro Depot 5,MicroDepot: Micro Depot 6,MicroDepot: Micro Depot 7,MicroDepot: Micro Depot 8,MicroDepot: Micro Depot 9,MicroDepot: Micro Depot 10,MicroDepot: Micro Depot 11,MicroDepot: Micro Depot 12,MicroDepot: Micro Depot 13,MicroDepot: Micro Depot 14,bike,walk,electric van,
20:19:11:8,1195.42,20,19,11,8,119.78,27.98,6.00,41.77,1,1,0,0,0,0,0,0,2,1,0,1,0,0,2,4,0,
20:19:11:9,1196.08,20,19,11,9,119.91,28.02,6.00,41.86,1,1,1,1,0,0,0,1,1,0,0,1,0,0,2,3,2,
16:11:9:7,2569.83,16,11,9,7,94.80,22.15,5.00,41.35,0,1,0,1,0,0,0,0,1,0,1,0,0,1,3,0,2,
20:19:11:7,1191.99,20,19,11,7,118.94,27.79,6.00,41.35,0,0,1,2,1,0,0,0,0,0,0,0,1,1,2,4,0,
16:11:9:6,2519.60,16,11,9,6,95.83,22.39,5.00,40.88,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,
16:11:9:9,2526.35,16,11,9,9,95.70,22.36,5.00,41.98,2,0,0,1,0,1,0,0,0,0,1,0,1,0,2,1,3,
16:11:9:8,2571.81,16,11,9,8,95.44,22.30,5.00,41.54,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,
16:11:11:20,2610.44,16,11,11,20,94.68,22.12,6.00,47.09,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,4,
15:10:7:20,3162.95,15,10,7,20,91.44,21.36,4.00,46.79,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,
14:7:13:20,4052.58,14,7,13,20,83.05,19.40,7.00,47.38,1,1,0,1,0,0,0,0,0,2,2,1,0,0,1,2,5,
14:7:13:18,3388.88,14,7,13,18,82.45,19.26,7.00,46.03,1,1,0,2,2,0,1,0,0,1,1,1,0,0,6,1,3,
15:11:11:9,2621.23,15,11,11,9,94.00,21.96,6.00,41.88,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,
19:17:4:10,1700.16,19,17,4,10,113.12,26.43,3.00,42.45,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,
17:14:9:20,1861.04,17,14,9,20,104.43,24.40,5.00,46.81,0,0,0,1,1,0,0,0,0,0,1,0,1,1,2,2,1,
16:11:11:10,2628.71,16,11,11,10,95.05,22.21,6.00,42.70,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,3,1,
16:11:11:11,3286.82,16,11,11,11,95.65,22.35,6.00,42.91,0,1,1,1,0,2,0,0,1,0,2,0,0,0,3,2,3,
16:11:11:16,2648.48,16,11,11,16,95.97,22.42,6.00,45.21,0,0,1,1,1,0,0,1,0,0,1,0,1,0,3,2,1,
19:17:4:15,2420.60,19,17,4,15,113.19,26.45,3.00,44.97,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,
16:11:11:17,3258.10,16,11,11,17,95.45,22.30,6.00,45.78,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,3,1,
16:11:11:14,2638.98,16,11,11,14,95.23,22.25,6.00,44.27,0,1,0,0,0,1,1,1,0,0,1,2,1,1,2,4,3,
19:17:4:17,1768.36,19,17,4,17,113.98,26.63,3.00,45.73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,
16:11:11:15,2639.17,16,11,11,15,95.49,22.31,6.00,44.61,1,0,0,1,0,2,0,0,0,1,1,0,0,1,3,1,3,
19:17:4:12,1753.40,19,17,4,12,113.46,26.51,3.00,43.21,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,2,
19:17:4:11,1703.57,19,17,4,11,113.35,26.48,3.00,43.17,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,
19:17:4:14,1712.29,19,17,4,14,113.09,26.42,3.00,44.36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
16:11:11:18,3303.91,16,11,11,18,95.36,22.28,6.00,46.04,0,2,0,0,1,0,0,1,1,2,0,0,0,0,0,2,5,
19:17:4:13,1709.72,19,17,4,13,114.19,26.68,3.00,43.93,0,0,0,0,1,1,0,1,2,0,0,0,0,1,2,2,2,
16:11:11:19,2605.42,16,11,11,19,95.70,22.36,6.00,46.60,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,
19:17:4:19,2432.72,19,17,4,19,114.29,26.70,3.00,46.56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
16:12:11:14,1936.93,16,12,11,14,97.22,22.71,6.00,44.24,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,
16:12:11:13,1985.26,16,12,11,13,96.92,22.65,6.00,43.99,1,1,0,1,0,0,0,0,2,1,0,0,0,0,2,3,1,
16:12:11:16,2596.71,16,12,11,16,97.66,22.82,6.00,45.07,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,2,2,
19:17:4:20,2438.55,19,17,4,20,114.34,26.72,3.00,47.38,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,3,
17:14:9:10,1882.86,17,14,9,10,102.66,23.99,5.00,42.37,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,5,0,
16:12:11:15,2601.05,16,12,11,15,98.82,23.09,6.00,44.86,0,0,1,1,1,1,0,0,0,1,0,1,2,1,2,5,2,
16:12:11:18,1949.78,16,12,11,18,98.82,23.09,6.00,46.31,3,0,0,0,0,0,1,2,0,0,0,0,0,1,2,3,2,
17:14:9:11,1836.72,17,14,9,11,102.50,23.95,5.00,42.76,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,2,1,
16:12:11:17,1997.44,16,12,11,17,98.79,23.08,6.00,45.85,0,0,0,1,2,0,0,1,0,0,1,1,0,0,1,1,4,
17:14:9:12,1840.63,17,14,9,12,102.67,23.99,5.00,43.28,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2,3,0,
17:14:9:13,1838.44,17,14,9,13,103.30,24.14,5.00,43.72,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,2,
17:14:9:14,1844.36,17,14,9,14,102.40,23.92,5.00,44.11,0,0,0,1,0,0,1,0,2,1,0,0,0,0,2,0,3,
16:12:11:19,2609.53,16,12,11,19,97.96,22.89,6.00,46.41,1,0,0,1,0,1,0,0,0,0,0,1,1,0,2,2,1,
20:19:18:20,2140.80,20,19,18,20,119.75,27.98,9.00,48.75,3,1,1,1,0,0,0,1,0,0,1,1,0,1,3,5,2,
17:14:9:15,1801.98,17,14,9,15,104.86,24.50,5.00,44.87,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,5,1,
17:14:9:16,1899.86,17,14,9,16,102.95,24.05,5.00,45.04,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,
17:14:9:17,1853.87,17,14,9,17,104.09,24.32,5.00,45.48,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,1,
17:14:9:18,1856.02,17,14,9,18,104.10,24.32,5.00,45.91,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,4,
17:14:9:19,1858.89,17,14,9,19,103.59,24.20,5.00,46.64,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,3,1,
16:12:11:12,1934.18,16,12,11,12,98.21,22.95,6.00,43.38,2,0,0,2,0,1,1,0,0,0,0,1,1,0,3,3,2,
16:12:11:11,2583.83,16,12,11,11,96.94,22.65,6.00,43.09,2,0,1,1,0,1,0,0,0,0,1,0,1,0,2,1,4,
18:15:4:20,2432.90,18,15,4,20,107.62,25.15,3.00,47.47,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,
19:18:7:18,1771.71,19,18,7,18,114.97,26.86,4.00,45.90,1,0,1,0,0,0,0,2,0,0,0,0,0,1,1,2,2,
19:18:7:17,1210.82,19,18,7,17,116.80,27.29,4.00,45.78,1,0,0,1,0,0,0,0,0,0,1,0,2,0,4,1,0,
20:19:18:16,1413.12,20,19,18,16,120.09,28.06,9.00,45.21,1,0,1,1,1,1,0,0,0,1,0,1,2,1,2,5,3,
19:18:7:16,1207.49,19,18,7,16,116.51,27.22,4.00,45.20,0,0,0,1,1,0,0,0,1,2,0,0,1,0,3,3,0,
19:18:7:15,1154.86,19,18,7,15,116.87,27.31,4.00,44.56,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,
20:19:18:19,1470.63,20,19,18,19,120.19,28.08,9.00,46.68,1,0,1,1,1,1,0,0,0,1,0,1,2,1,2,5,3,
19:18:7:19,1211.51,19,18,7,19,115.12,26.90,4.00,46.44,0,0,0,0,1,0,0,0,0,0,1,0,3,0,4,0,1,
19:18:7:10,1093.67,19,18,7,10,116.15,27.14,4.00,42.55,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,
19:18:7:14,1152.70,19,18,7,14,116.98,27.33,4.00,44.10,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,
19:18:7:13,1150.59,19,18,7,13,116.26,27.16,4.00,43.90,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,
19:18:7:12,1148.06,19,18,7,12,115.52,26.99,4.00,43.62,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,
19:18:7:11,1097.40,19,18,7,11,116.56,27.23,4.00,43.17,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,
18:16:9:18,1814.82,18,16,9,18,109.63,25.61,5.00,45.95,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,4,0,
14:8:13:20,4058.55,14,8,13,20,86.58,20.23,7.00,47.23,0,1,1,1,0,2,0,0,1,0,1,0,1,0,4,1,3,
18:16:9:19,1865.74,18,16,9,19,108.43,25.33,5.00,46.50,0,0,0,0,0,0,1,1,1,0,1,1,1,0,2,2,2,
18:16:9:16,1809.79,18,16,9,16,109.25,25.53,5.00,45.06,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,
18:16:9:17,1814.85,18,16,9,17,111.02,25.94,5.00,45.52,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,3,1,
18:16:9:14,1293.68,18,16,9,14,109.82,25.66,5.00,44.52,0,1,0,1,1,1,0,0,0,0,0,0,1,0,4,1,0,
18:16:9:15,1808.96,18,16,9,15,109.40,25.56,5.00,44.85,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,2,
18:16:9:12,1237.78,18,16,9,12,109.97,25.69,5.00,43.30,0,3,0,2,0,0,1,0,0,1,1,0,0,0,4,3,1,
18:16:9:13,1290.76,18,16,9,13,110.81,25.89,5.00,43.63,0,1,0,0,1,0,0,0,1,1,0,0,1,1,3,2,1,
18:16:9:10,1183.59,18,16,9,10,109.86,25.67,5.00,42.49,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,1,
18:16:9:11,1235.80,18,16,9,11,110.48,25.81,5.00,42.74,1,0,0,0,0,1,0,0,2,0,0,0,0,1,3,2,0,
16:12:11:20,2606.67,16,12,11,20,96.51,22.55,6.00,46.82,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,3,2,
19:19:18:20,2816.47,19,19,18,20,117.85,27.53,9.00,52.46,3,1,1,1,0,0,0,1,0,0,1,1,0,1,3,5,2,
14:8:13:19,3394.35,14,8,13,19,86.76,20.27,7.00,46.50,0,1,0,1,0,0,0,0,1,0,2,1,0,1,3,1,3,
15:9:7:10,2474.50,15,9,7,10,88.97,20.79,4.00,42.51,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,
15:9:7:12,3139.36,15,9,7,12,89.89,21.00,4.00,43.62,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,
15:9:7:16,3149.38,15,9,7,16,89.06,20.81,4.00,45.16,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,3,
16:12:7:11,1832.58,16,12,7,11,99.05,23.14,4.00,42.79,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,1,
16:12:7:10,1780.75,16,12,7,10,99.05,23.14,4.00,42.43,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,1,1,
16:12:7:13,1787.25,16,12,7,13,99.05,23.14,4.00,43.73,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,
16:13:9:5,2521.70,16,13,9,5,99.80,23.32,5.00,40.16,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,
16:12:7:12,1836.35,16,12,7,12,98.89,23.10,4.00,43.60,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,
16:12:7:15,2498.24,16,12,7,15,97.59,22.80,4.00,44.75,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,
16:12:7:14,2450.42,16,12,7,14,97.86,22.86,4.00,44.33,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,1,
16:13:9:9,1831.68,16,13,9,9,100.30,23.43,5.00,42.23,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,0,
16:12:7:17,1844.67,16,12,7,17,98.34,22.98,4.00,45.44,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,2,
16:12:7:16,2498.57,16,12,7,16,96.29,22.50,4.00,45.05,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,
16:13:9:8,2483.90,16,13,9,8,100.59,23.50,5.00,41.73,0,0,1,0,2,0,0,1,0,1,1,0,0,1,0,3,4,
16:12:7:19,2461.81,16,12,7,19,98.69,23.06,4.00,46.41,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,
16:12:7:18,2504.55,16,12,7,18,96.40,22.52,4.00,45.89,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,
20:20:4:20,1744.24,20,20,4,20,126.54,29.56,3.00,47.09,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,
18:16:7:19,1867.45,18,16,7,19,111.05,25.95,4.00,46.57,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,1,
20:20:2:9,1657.79,20,20,2,9,121.08,28.29,2.00,42.09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
18:16:7:18,1813.92,18,16,7,18,109.23,25.52,4.00,45.89,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,
20:20:2:8,1652.35,20,20,2,8,120.54,28.16,2.00,41.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
14:9:13:14,3383.76,14,9,13,14,88.17,20.60,7.00,44.44,0,1,1,1,0,2,0,0,1,0,2,0,1,0,4,2,3,
18:16:7:15,1758.95,18,16,7,15,110.26,25.76,4.00,44.58,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,
18:16:7:14,1755.76,18,16,7,14,109.46,25.57,4.00,44.19,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,
14:9:13:16,3390.47,14,9,13,16,88.39,20.65,7.00,45.24,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,3,
18:15:4:19,2426.45,18,15,4,19,107.75,25.17,3.00,46.54,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,2,
18:16:7:17,1810.46,18,16,7,17,111.14,25.97,4.00,45.54,0,0,0,0,2,2,0,0,1,0,1,0,0,3,5,2,2,
14:9:13:17,3397.06,14,9,13,17,87.30,20.40,7.00,45.74,1,1,0,1,0,0,0,0,0,1,2,1,0,0,2,1,4,
18:16:7:16,1762.83,18,16,7,16,110.29,25.77,4.00,45.34,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,2,1,
18:16:7:11,1187.24,18,16,7,11,110.88,25.91,4.00,42.91,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,
18:16:7:10,1742.19,18,16,7,10,109.08,25.49,4.00,42.53,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,
18:16:7:13,1753.38,18,16,7,13,108.29,25.30,4.00,44.08,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,
18:16:7:12,1189.81,18,16,7,12,110.69,25.86,4.00,43.48,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,
19:18:18:20,1470.36,19,18,18,20,115.83,27.06,9.00,47.99,1,0,0,1,1,1,0,0,0,1,0,1,2,1,2,4,3,
20:20:2:1,929.32,20,20,2,1,121.00,28.27,2.00,38.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
18:15:4:16,2415.23,18,15,4,16,107.32,25.08,3.00,44.99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,
19:18:7:20,1825.85,19,18,7,20,115.24,26.93,4.00,46.84,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,
20:20:2:3,938.57,20,20,2,3,123.71,28.90,2.00,39.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
18:15:4:15,2413.05,18,15,4,15,107.22,25.05,3.00,44.69,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,
20:20:2:2,933.10,20,20,2,2,121.78,28.45,2.00,38.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
18:15:4:14,2408.51,18,15,4,14,106.84,24.96,3.00,44.09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,
20:20:2:5,946.67,20,20,2,5,125.60,29.35,2.00,40.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
18:15:4:13,2406.32,18,15,4,13,106.94,24.99,3.00,43.77,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,
20:20:2:4,946.56,20,20,2,4,126.31,29.51,2.00,39.96,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,
18:15:4:12,2403.82,18,15,4,12,107.78,25.18,3.00,43.30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,
20:20:2:7,951.65,20,20,2,7,126.01,29.44,2.00,41.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
14:9:13:20,3366.03,14,9,13,20,87.58,20.46,7.00,49.01,3,0,0,0,0,0,1,1,0,0,0,1,0,1,2,3,2,
20:20:2:6,943.55,20,20,2,6,122.39,28.60,2.00,40.58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
18:17:9:1,1165.00,18,17,9,1,111.56,26.06,5.00,38.25,1,2,0,1,0,1,0,0,1,0,0,0,0,0,3,3,0,
18:16:7:20,1870.41,18,16,7,20,109.88,25.67,4.00,47.57,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,
18:17:9:6,1177.96,18,17,9,6,112.04,26.18,5.00,40.69,0,1,2,0,0,0,0,3,1,0,0,0,0,0,2,4,1,
18:17:9:7,1179.00,18,17,9,7,111.38,26.02,5.00,41.10,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,2,0,
18:17:9:8,1133.58,18,17,9,8,112.79,26.35,5.00,41.58,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,4,1,
18:17:9:9,1236.29,18,17,9,9,112.65,26.32,5.00,42.17,0,1,0,0,1,0,0,0,1,1,0,0,1,0,3,2,0,
18:17:9:2,1118.10,18,17,9,2,111.51,26.05,5.00,38.88,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,
18:17:9:3,1172.50,18,17,9,3,112.27,26.23,5.00,39.53,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,
18:17:9:4,1124.70,18,17,9,4,112.72,26.34,5.00,39.82,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,0,
18:17:9:5,1174.40,18,17,9,5,111.59,26.07,5.00,40.12,1,1,0,0,0,0,1,0,0,1,0,0,1,0,2,3,0,
19:17:18:20,2129.84,19,17,18,20,113.68,26.56,9.00,48.74,1,1,2,0,0,1,1,0,0,0,1,1,0,0,4,4,0,
17:14:7:20,2470.09,17,14,7,20,104.46,24.41,4.00,46.82,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,
15:10:7:11,2479.05,15,10,7,11,90.03,21.04,4.00,43.09,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,2,
15:10:7:17,2498.31,15,10,7,17,92.59,21.63,4.00,45.61,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,
15:10:7:18,3158.76,15,10,7,18,92.20,21.54,4.00,46.08,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,
15:10:7:15,3149.44,15,10,7,15,92.41,21.59,4.00,44.73,0,2,0,0,2,1,0,1,0,0,0,0,0,1,2,1,4,
20:20:4:16,1120.04,20,20,4,16,124.98,29.20,3.00,45.07,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,
20:20:4:15,1072.37,20,20,4,15,127.09,29.69,3.00,44.88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,
20:20:4:14,1065.16,20,20,4,14,124.10,29.00,3.00,44.37,1,0,0,0,0,0,0,2,1,2,0,0,0,0,2,1,3,
15:10:7:19,3160.57,15,10,7,19,92.07,21.51,4.00,46.36,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,
20:20:4:13,1057.79,20,20,4,13,121.11,28.30,3.00,43.83,0,0,0,0,2,2,0,0,1,0,0,0,0,3,5,2,1,
16:12:7:20,2512.81,16,12,7,20,97.95,22.89,4.00,46.86,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,
20:20:4:17,1123.01,20,20,4,17,125.60,29.35,3.00,45.47,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,
20:20:4:12,1020.36,20,20,4,12,131.03,30.62,3.00,43.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,
20:20:4:11,1009.44,20,20,4,11,124.57,29.11,3.00,43.08,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,
20:20:4:10,1009.04,20,20,4,10,126.31,29.51,3.00,42.46,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,
